previous_context,student_utterance,turn,subsequent_context,Offering Math Help,Successful Uptake
"(122) [T] When you multiply a whole number by a fraction that's less than one, it's always going to make your whole number smaller.
(122) [T] So, is 86 over seven less or greater than one?
(122) [T] Jerome, did you say less?
(122) [T] Why do you say less?
(123) [S] Because five is greater than five times 81 so that's-- Oh, it's inequivalent.
(124) [T] It's not improper because 86 is over 87.
(124) [T] So, 86 over 7 is what, Madison?","If you're doing five times 86 over seven, it's only one away from a whole so it will be really close to five, but it's not.",125,"(125) [S] It's a little bit less than five.
(126) [T] Right.
(126) [T] So any fraction that's less than one multiplied is going to make your whole number small.
(126) [T] Now, look at B. Landon, what did you put for B?
(127) [S] For B, I said that five times two and one third was bigger than five.
(128) [T] Five times two and one third is bigger than five.
(128) [T] Agree?",1,0
"(608) [T] Mm, I just saw someone's eyes.
(608) [T] Okay, Watabe.
(609) [S] Uh, wait a second.
(610) [T] Watabe, please write number one, okay?
(611) [T] Okay, go ahead.
(612) [S] You don't understand if you don't look at anything.
(613) [T] It's not written.",This is going to appear in the equation.,614,"(615) [S] Oh, how much is it for the baskets?
(616) [T] Oh yeah, I didn't write the basket prices.
(616) [T] Sorry.
(617) [T] The basket price is...
(618) [S] Eighty yen, isn't it?
(619) [T] Eighty yen.
(620) [S] The total... was 1,000 yen, wasn't it?",1,0
"(nan) [S] Ankur, do you see what I'm saying, though, with that?
(nan) [S] You did. 
(nan) [S] And then you moved the B over and then you moved the other Baver.
(nan) [S] That these numbers are really odd.
(nan) [S] Brian, did you get eighteen? 
(nan) [S] For six
(nan) [S] For six?",For the six games. ,,"(nan) [S] He has twenty-one for seven. 
(nan) [S] Actually
(nan) [S] Total like, like
(nan) [S] Forty-two
(nan) [S] Yeah
(nan) [S] Forty-two?
(nan) [S] Forty-two for game seven",0,1
"(1) [T] Do you guys remember what we compared yesterday when we were looking at ratios?
(1) [T] What did we look at yesterday when we were comparing ratios?
(1) [T] Remember, ratio compares things.
(1) [T] David, what did we compare?
(2) [S] We compared
(3) [T] Okay.
(3) [T] Lila, what did we compare?",We compared number of words spoke on a .,4,"(5) [T] Yes.
(5) [T] We had one person who went talk and the other person went,  talk, talk, talk, talk, talk, talk, talk, okay?
(5) [T] So, we were comparing the number of words.
(5) [T] As a reminder, a ratio is a comparison of two or more values.
(5) [T] I'm going to underline this.
(5) [T] I would like if you underlined it as well.
(6) [T] Oh, I'm so sorry.",0,1
"(176) [S] Cooper, that shouldn't hold the line.
(177) [T] You should carry from-- Hold on.
(177) [T] Right?
(177) [T] We're doubling the first number on this one, so two--
(178) [S] And seven.
(179) [S] Three
(180) [T] And leaving the second pretty much.",This one's supposed to be on this one.,181,"(182) [T] I'm so sorry.
(182) [T] To double each number, so two, four.
(183) [S] They should stand in here.
(184) [T] Sorry.
(184) [T] I'll split it.
(184) [T] I'm sorry.
(184) [T] 10 and 14.",1,0
"(67) [S] One?
(68) [T] One.
(68) [T] So, right here, we put our one smiley face.
(68) [T] Now, I'm going to go ahead and put X's because I don't want you to get confused.
(68) [T] I'm just telling you that we could use smiley faces and it would work the same way, but because most of the time you're going to see X's, let's just stick with what you're going to see, an X.
(68) [T] That X stands for one of the students.
(68) [T] Do we know which one it stands for?",No.,69,"(70) [T] Yes, we do, but will Mrs. McCain, if I bring her this data?
(71) [S] No.
(72) [T] Does it matter?
(73) [S] No.
(74) [T] No.
(74) [T] The data isn't asking specific questions like, ""Well, which one of them had how many?""
(74) [T] It just wants to know the total number of pets per student.",0,0
"(99) [T] So...
(100) [S] That's what I said.
(101) [T] Emily questioned, how would you use the first one in buying something?
(101) [T] And Dan was like, well if I buy multiple things, then I have to multiply it by two, or by three, or whatever.
(101) [T] That is exactly right on.
(101) [T] Nice job.
(101) [T] MiS Isaac you are up.","No, that's Ben.",102,"(103) [T] Oh, Ben.
(103) [T] My brain is...
(104) [S] When you're doing homework and you'll have to do multiplication.
(105) [T] Excellent job.
(105) [T] Okay so, real world to a 10-year-old would be dividing things and multiplying for school.
(105) [T] Being able to understand how much money you need to buy something, that kind of stuff.
(105) [T] I love though that you're taking it into area and perimeter.",0,0
"(28) [T] Now, before I start to show you how to use partial quotients to solve this, let's see what you retained from last week.
(28) [T] What is that number called?
(28) [T] 135; what is that number in the division problem called?
(28) [T] It has a name.
(28) [T] [sings] Like my baloney has a first name, it's O-S-C-A-R. Like that except this is a math name.
(28) [T] Oh, look at all my cheaters looking at their notes, look at all my cheaters [unintelligible 00:07:08] looking at their notes.
(28) [T] [unintelligible 00:07:11], what's it called?",The dividend.,28,"(29) [T] Very good.
(29) [T] This is called the dividend.
(29) [T] Guys, I'm going to keep putting this on the board until you guys understand that you need to know that.
(29) [T] You need to know that that is called the dividend, but what's even more important than knowing the name is knowing what it is.
(29) [T] So what does the dividend stand for?
(29) [T] Meaning, what is this number?
(29) [T] What does it tell us?",0,0
"(66) [S] And then…
(67) [T] Okay, let's, let's get a piece of paper and write down what  you're saying and see if you all agree.
(67) [T] And I think Jeff  hasn't been with us for a while, and he doesn't know what  we're talking about, but let's take one at a time.
(67) [T] And let's  just agree as we're moving along.
(67) [T] Go, go ahead, Michelle.
(68) [S] If you had one high, saying there's red and blue.
(68) [S] Then you  would have 2.",And then if you had…,68.0,"(69) [T] Okay, write that down.
(69) [T] 2
(69) [T] Do, do you agree with that?
(69) [T] [Jeff:  Yeah] Do you know what she's talking about?
(70) [S] There's one red and there's one blue.
(70) [S] So you, there's only  one way to do it so it's 2.
(71) [T] One way to do it so it's 2?",1,0
"(24) [S] Hunter, so mean.
(25) [S] My God.
(26) [T] My God.
(27) [S] Okay, guys let's go get these so that we can add things.
(28) [S] No, so, Victoria, what did you think for the first problem?
(29) [S] Okay, so, what I did for the first problems, I did 29 + 31 + 27 = 67, then I knew since we wanted it at least five oranges in each basket-
(30) [S] Five five different, I did 67 ÷ 5 and I knew there is 50,  after that I would say  67  10 to go on the side and I did 67 subtract 50 and I had 70 and I put  five into the 17, plus I could have got, I put it even so I  15-72.",That 13,30,"(31) [S] I respectfully disagree because I think your addition is wrong because 31  29+27 I just said is
(32) [T] Okay, Steven what did you get?
(33) [S] 87
(34) [T] Okay, so can you see if you can find your mistake, do you think there's a mistake?
(35) [S] I find the 30, 40, 50, 60, 70.
(36) [S] Yes.
(37) [T] Okay, good and so, with her addition being off, do you think it threw everything else off?",0,1
"(22) [S] Oh, the black rod.
(23) [S] It would take another light green to make a whole and that’s not  half.
(24) [S] Yeah, it is, look.
(25) [S] That is not as long as the black, it would take another light green  one.
(26) [S] Oh.
(27) [T] What do you think?
(27) [T] David.",No.,28,"(29) [T] David doesn’t believe it, why not David?
(30) [S] Because if you put the two on top…
(31) [T] Nice and loud David.
(32) [S] Cause if you put the two purple, if you put the two purples on top  of each other they’ll be taller than the black.
(33) [T] Okay, how many of you agree with David?
(33) [T] Okay, can you find dark  green?
(33) [T] Are you ready for this one?",0,1
"(26) [T] Okay, so we've got triangle A, D, is congruent to D, F. And we got one more letter.
(26) [T] Okay.
(26) [T] C. And then going on that's left is E, but notice, two tick marks three tick marks, two tick marks, three tick marks.
(26) [T] So you've got E over there.
(26) [T] Gracie a triangle ABC is congruent to DFE.
(26) [T] K, does that make sense?
(26) [T] You have a question Sean?",*inauidble* triangle *inauidble* order obviously.,27,"(27) [S] But could it also be like ABC is congruent to the DEF?
(28) [T] Sure.
(28) [T] So you can, you can write it however you want, as long as the second one matches up.
(28) [T] So what did you say?
(28) [T] BC
(29) [S] so ACB And DEF
(30) [T] so if you go ACB that would be congruent.",0,0
"(237) [S] Three, give me three of these.
(237) [S] Let me just put these back…
(238) [S] Four of 'em that would be right!
(239) [S] Fiftieths, I told ya.
(241) [S] Four of 'em, make four, then it would be two yellows
(242) [S] Friar tuck, may I have them?
(242) [S] I think Friar Tuck's going to  have to go around","Two  four six eight, there would be eighths",243,"(244) [S] Alan, Friar Tuck's have to go around, ok?
(245) [S] Uh, what do you need?
(246) [S] I'm probably going to need whites.
(247) [S] How many?
(248) [S] Well, it's going to be fiftieths, and we only have twenty- eight.
(249) [S] Ok.
(250) [S] So we're going to need about fifty thousand.",1,1
"(108) [T] Do this.
(108) [T] Emmy, do you remember what the decimal equivalent is for 1/3?
(108) [T] Can you help me with this?
(108) [T] Crew, we're going to find the decimal equivalent for 1/3.
(108) [T] We know that if we write 1/3 like this, this is equivalent to one divided by three.
(108) [T] We have one divided by three.
(108) [T] Emmy, how many times does three fit into one?",Zero.,109,"(110) [T] Zero.
(110) [T] Let's put our decimal here.
(110) [T] Decimal, decimals, how many times does 3 fit into 10?
(111) [S] Three.
(112) [T] Three, which is nine, so we'd have one leftover.
(112) [T] How many times does 3 fit into 10?
(112) [T] Why are you smiling?",0,0
"(870) [T] This is what you're gonna work on in your group right now.
(871) [T] See if, knowing what you know about exponents, if you can come up with proof of this.
(871) [T] Could you show me proof.
(871) [T] Okay.
(872) [T] That's what you're gonna work on for the next 13 minutes.
(872) [T] You'll present it to me tomorrow, in claStudents.
(873) [S] What if we don't know?",Do we have to?,874,"(875) [S] Are you serious?
(876) [T] Yes.
(876) [T] That's why you're in groups.
(876) [T] So start working on that.
(877) [S] All right.
(878) [T] Do you need me Robert?
(879) [S] If A equals one over-",0,0
"(nan) [S] You figure that if you subtract all these, then you'd get the answer.
(nan) [S] Yeah
(nan) [S] You'd get the last one. 
(nan) [S] But you get like, urn, ninety
(nan) [S] It should be forty out of one twenty-eight, I think
(nan) [S] No. 
(nan) [S] But I'm not even saying like that. ",I'm saying that we subtract all the -,,"(nan) [S] And -all the -  other possibilities.
(nan) [S] You have twenty-eight here, so you'd subtract two because of the four games.
(nan) [S]  There's two that would cancel out, like -
(nan) [S] What do you mean? 
(nan) [S] And then - 
(nan) [S] You'd subtract eight. 
(nan) [S] Eight. ",1,1
"(147) [T] Now for the last example, what's being squared here?
(148) [S] The X.
(149) [S] One X.
(150) [S] The two.
(151) [S] Two X.
(152) [T] Two and X or just-
(153) [S] Two.",Two.,154,"(155) [S] Two.
(156) [T] Both of them.
(156) [T] This is-
(157) [S] Two X.
(158) [S] Two X.
(159) [T] Two times X times two times-
(160) [S] X.",0,1
